model,type,samples,fairness_considuration_ratio,top_results_to_compare,auc,percision,similarity_between_fair_and_regular_predictions,fairness_score_of_fair_predictions,fairness_score_of_regular_predictions
9,controversial,4,0.15,2,0.74,0.28,0.54,0.75,0.43
9,controversial,4,0.15,3,0.74,0.28,0.53,0.76,0.44
9,controversial,4,0.15,4,0.74,0.29,0.53,0.76,0.44
9,controversial,4,0.15,5,0.74,0.29,0.53,0.76,0.45
9,controversial,4,0.15,6,0.74,0.3,0.52,0.76,0.45
9,controversial,4,0.15,7,0.74,0.3,0.52,0.77,0.45
9,controversial,4,0.15,8,0.74,0.3,0.54,0.77,0.45
9,controversial,4,0.15,9,0.74,0.3,0.55,0.77,0.46
9,controversial,4,0.15,10,0.74,0.3,0.56,0.78,0.46
9,controversial,4,0.2,1,0.74,0.25,0.44,0.78,0.37
9,controversial,4,0.2,2,0.74,0.28,0.37,0.84,0.43
9,controversial,4,0.2,3,0.74,0.28,0.38,0.84,0.44
9,controversial,4,0.2,4,0.74,0.29,0.38,0.84,0.44
9,controversial,4,0.2,5,0.74,0.29,0.36,0.84,0.45
9,controversial,4,0.2,6,0.74,0.3,0.36,0.84,0.45
9,controversial,4,0.2,7,0.74,0.3,0.37,0.85,0.45
9,controversial,4,0.2,8,0.74,0.3,0.39,0.85,0.45
9,controversial,4,0.2,9,0.74,0.3,0.4,0.85,0.46
9,controversial,4,0.2,10,0.74,0.3,0.42,0.85,0.46
9,controversial,4,0.25,1,0.74,0.25,0.41,0.8,0.37
9,controversial,4,0.25,2,0.74,0.28,0.31,0.87,0.43
9,controversial,4,0.25,3,0.74,0.28,0.27,0.89,0.44
9,controversial,4,0.25,4,0.74,0.29,0.25,0.9,0.44
9,controversial,4,0.25,5,0.74,0.29,0.26,0.9,0.45
9,controversial,4,0.25,6,0.74,0.3,0.25,0.9,0.45
9,controversial,4,0.25,7,0.74,0.3,0.25,0.9,0.45
9,controversial,4,0.25,8,0.74,0.3,0.27,0.91,0.45
9,controversial,4,0.25,9,0.74,0.3,0.28,0.91,0.46
9,controversial,4,0.25,10,0.74,0.3,0.3,0.91,0.46
9,controversial,5,0.05,1,0.79,0.37,0.78,0.53,0.39
9,controversial,5,0.05,2,0.79,0.37,0.75,0.55,0.37
9,controversial,5,0.05,3,0.79,0.36,0.83,0.52,0.39
9,controversial,5,0.05,4,0.79,0.35,0.86,0.54,0.43
9,controversial,5,0.05,5,0.79,0.34,0.88,0.54,0.45
9,controversial,5,0.05,6,0.79,0.34,0.89,0.55,0.46
9,controversial,5,0.05,7,0.79,0.33,0.88,0.55,0.47
9,controversial,5,0.05,8,0.79,0.33,0.88,0.56,0.48
9,controversial,5,0.05,9,0.79,0.32,0.87,0.57,0.48
9,controversial,5,0.05,10,0.79,0.32,0.86,0.58,0.48
9,controversial,5,0.1,1,0.79,0.37,0.59,0.66,0.39
9,controversial,5,0.1,2,0.79,0.37,0.58,0.67,0.37
9,controversial,5,0.1,3,0.79,0.36,0.68,0.65,0.39
9,controversial,5,0.1,4,0.79,0.35,0.73,0.65,0.43
9,controversial,5,0.1,5,0.79,0.34,0.74,0.65,0.45
9,controversial,5,0.1,6,0.79,0.34,0.74,0.67,0.46
9,controversial,5,0.1,7,0.79,0.33,0.73,0.68,0.47
9,controversial,5,0.1,8,0.79,0.33,0.71,0.68,0.48
9,controversial,5,0.1,9,0.79,0.32,0.71,0.69,0.48
9,controversial,5,0.1,10,0.79,0.32,0.7,0.7,0.48
9,controversial,5,0.15,1,0.79,0.37,0.42,0.77,0.39
9,controversial,5,0.15,2,0.79,0.37,0.45,0.76,0.37
9,controversial,5,0.15,3,0.79,0.36,0.56,0.74,0.39
9,controversial,5,0.15,4,0.79,0.35,0.6,0.75,0.43
9,controversial,5,0.15,5,0.79,0.34,0.59,0.76,0.45
9,controversial,5,0.15,6,0.79,0.34,0.58,0.78,0.46
9,controversial,5,0.15,7,0.79,0.33,0.56,0.79,0.47
9,controversial,5,0.15,8,0.79,0.33,0.54,0.8,0.48
9,controversial,5,0.15,9,0.79,0.32,0.53,0.81,0.48
9,controversial,5,0.15,10,0.79,0.32,0.52,0.81,0.48
9,controversial,5,0.2,1,0.79,0.37,0.36,0.82,0.39
9,controversial,5,0.2,2,0.79,0.37,0.37,0.81,0.37
9,controversial,5,0.2,3,0.79,0.36,0.44,0.82,0.39
9,controversial,5,0.2,4,0.79,0.35,0.46,0.85,0.43
9,controversial,5,0.2,5,0.79,0.34,0.46,0.86,0.45
9,controversial,5,0.2,6,0.79,0.34,0.45,0.86,0.46
9,controversial,5,0.2,7,0.79,0.33,0.43,0.87,0.47
9,controversial,5,0.2,8,0.79,0.33,0.42,0.88,0.48
9,controversial,5,0.2,9,0.79,0.32,0.41,0.88,0.48
9,controversial,5,0.2,10,0.79,0.32,0.4,0.89,0.48
9,controversial,5,0.25,1,0.79,0.37,0.31,0.85,0.39
9,controversial,5,0.25,2,0.79,0.37,0.32,0.85,0.37
9,controversial,5,0.25,3,0.79,0.36,0.36,0.87,0.39
9,controversial,5,0.25,4,0.79,0.35,0.37,0.89,0.43
9,controversial,5,0.25,5,0.79,0.34,0.36,0.91,0.45
9,controversial,5,0.25,6,0.79,0.34,0.35,0.92,0.46
9,controversial,5,0.25,7,0.79,0.33,0.34,0.93,0.47
9,controversial,5,0.25,8,0.79,0.33,0.33,0.93,0.48
9,controversial,5,0.25,9,0.79,0.32,0.32,0.94,0.48
9,controversial,5,0.25,10,0.79,0.32,0.31,0.94,0.48
10,none,3,0.05,1,0.83,0.4,0.84,0.74,0.65
10,none,3,0.05,2,0.83,0.38,0.94,0.64,0.61
10,none,3,0.05,3,0.83,0.38,0.75,0.68,0.46
10,none,3,0.05,4,0.83,0.38,0.8,0.63,0.46
10,none,3,0.05,5,0.83,0.37,0.86,0.59,0.48
10,none,3,0.05,6,0.83,0.36,0.87,0.59,0.5
10,none,3,0.05,7,0.83,0.36,0.84,0.62,0.51
10,none,3,0.05,8,0.83,0.35,0.84,0.61,0.51
10,none,3,0.05,9,0.83,0.35,0.87,0.61,0.51
10,none,3,0.05,10,0.83,0.34,0.86,0.6,0.51
10,none,3,0.1,1,0.83,0.4,0.72,0.81,0.65
10,none,3,0.1,2,0.83,0.38,0.8,0.73,0.61
10,none,3,0.1,3,0.83,0.38,0.64,0.77,0.46
10,none,3,0.1,4,0.83,0.38,0.63,0.76,0.46
10,none,3,0.1,5,0.83,0.37,0.67,0.76,0.48
10,none,3,0.1,6,0.83,0.36,0.71,0.74,0.5
10,none,3,0.1,7,0.83,0.36,0.72,0.71,0.51
10,none,3,0.1,8,0.83,0.35,0.75,0.69,0.51
10,none,3,0.1,9,0.83,0.35,0.77,0.68,0.51
10,none,3,0.1,10,0.83,0.34,0.76,0.68,0.51
10,none,3,0.15,1,0.83,0.4,0.67,0.84,0.65
10,none,3,0.15,2,0.83,0.38,0.77,0.77,0.61
10,none,3,0.15,3,0.83,0.38,0.58,0.82,0.46
10,none,3,0.15,4,0.83,0.38,0.51,0.83,0.46
10,none,3,0.15,5,0.83,0.37,0.56,0.83,0.48
10,none,3,0.15,6,0.83,0.36,0.61,0.81,0.5
10,none,3,0.15,7,0.83,0.36,0.61,0.8,0.51
10,none,3,0.15,8,0.83,0.35,0.59,0.8,0.51
10,none,3,0.15,9,0.83,0.35,0.6,0.8,0.51
10,none,3,0.15,10,0.83,0.34,0.6,0.8,0.51
10,none,3,0.2,1,0.83,0.4,0.53,0.91,0.65
10,none,3,0.2,2,0.83,0.38,0.49,0.92,0.61
10,none,3,0.2,3,0.83,0.38,0.52,0.85,0.46
10,none,3,0.2,4,0.83,0.38,0.44,0.87,0.46
10,none,3,0.2,5,0.83,0.37,0.49,0.87,0.48
10,none,3,0.2,6,0.83,0.36,0.48,0.88,0.5
10,none,3,0.2,7,0.83,0.36,0.49,0.87,0.51
10,none,3,0.2,8,0.83,0.35,0.48,0.87,0.51
10,none,3,0.2,9,0.83,0.35,0.48,0.88,0.51
10,none,3,0.2,10,0.83,0.34,0.46,0.88,0.51
10,none,3,0.25,1,0.83,0.4,0.36,1,0.65
10,none,3,0.25,2,0.83,0.38,0.35,1,0.61
10,none,3,0.25,3,0.83,0.38,0.24,1,0.46
10,none,3,0.25,4,0.83,0.38,0.35,0.92,0.46
10,none,3,0.25,5,0.83,0.37,0.39,0.92,0.48
10,none,3,0.25,6,0.83,0.36,0.44,0.9,0.5
10,none,3,0.25,7,0.83,0.36,0.41,0.91,0.51
10,none,3,0.25,8,0.83,0.35,0.39,0.92,0.51
10,none,3,0.25,9,0.83,0.35,0.38,0.93,0.51
10,none,3,0.25,10,0.83,0.34,0.36,0.93,0.51
10,random,1,0.05,1,0.72,0.23,0.9,0.58,0.53
10,random,1,0.05,2,0.72,0.23,0.95,0.57,0.53
10,random,1,0.05,3,0.72,0.25,0.91,0.57,0.51
10,random,1,0.05,4,0.72,0.24,0.82,0.58,0.48
10,random,1,0.05,5,0.72,0.23,0.85,0.59,0.48
10,random,1,0.05,6,0.72,0.23,0.85,0.59,0.48
10,random,1,0.05,7,0.72,0.23,0.84,0.59,0.46
10,random,1,0.05,8,0.72,0.23,0.82,0.6,0.45
10,random,1,0.05,9,0.72,0.23,0.81,0.61,0.45
10,random,1,0.05,10,0.72,0.23,0.81,0.61,0.45
10,random,1,0.1,1,0.72,0.23,0.78,0.64,0.53
10,random,1,0.1,2,0.72,0.23,0.87,0.61,0.53
10,random,1,0.1,3,0.72,0.25,0.78,0.64,0.51
10,random,1,0.1,4,0.72,0.24,0.69,0.7,0.48
10,random,1,0.1,5,0.72,0.23,0.68,0.72,0.48
10,random,1,0.1,6,0.72,0.23,0.68,0.72,0.48
10,random,1,0.1,7,0.72,0.23,0.66,0.73,0.46
10,random,1,0.1,8,0.72,0.23,0.64,0.73,0.45
10,random,1,0.1,9,0.72,0.23,0.64,0.74,0.45
10,random,1,0.1,10,0.72,0.23,0.64,0.74,0.45
10,random,1,0.15,1,0.72,0.23,0.61,0.73,0.53
10,random,1,0.15,2,0.72,0.23,0.56,0.77,0.53
10,random,1,0.15,3,0.72,0.25,0.48,0.8,0.51
10,random,1,0.15,4,0.72,0.24,0.5,0.8,0.48
10,random,1,0.15,5,0.72,0.23,0.52,0.79,0.48
10,random,1,0.15,6,0.72,0.23,0.51,0.8,0.48
10,random,1,0.15,7,0.72,0.23,0.49,0.81,0.46
10,random,1,0.15,8,0.72,0.23,0.46,0.82,0.45
10,random,1,0.15,9,0.72,0.23,0.46,0.83,0.45
10,random,1,0.15,10,0.72,0.23,0.46,0.84,0.45
10,random,1,0.2,1,0.72,0.23,0.25,0.91,0.53
10,random,1,0.2,2,0.72,0.23,0.25,0.92,0.53
10,random,1,0.2,3,0.72,0.25,0.26,0.91,0.51
10,random,1,0.2,4,0.72,0.24,0.3,0.9,0.48
10,random,1,0.2,5,0.72,0.23,0.32,0.9,0.48
10,random,1,0.2,6,0.72,0.23,0.32,0.9,0.48
10,random,1,0.2,7,0.72,0.23,0.31,0.9,0.46
10,random,1,0.2,8,0.72,0.23,0.31,0.9,0.45
10,random,1,0.2,9,0.72,0.23,0.32,0.9,0.45
10,random,1,0.2,10,0.72,0.23,0.33,0.9,0.45
10,random,1,0.25,1,0.72,0.23,0.16,0.95,0.53
10,random,1,0.25,2,0.72,0.23,0.15,0.97,0.53
10,random,1,0.25,3,0.72,0.25,0.13,0.98,0.51
10,random,1,0.25,4,0.72,0.24,0.14,0.98,0.48
10,random,1,0.25,5,0.72,0.23,0.16,0.98,0.48
10,random,1,0.25,6,0.72,0.23,0.17,0.97,0.48
10,random,1,0.25,7,0.72,0.23,0.18,0.97,0.46
10,random,1,0.25,8,0.72,0.23,0.19,0.96,0.45
10,random,1,0.25,9,0.72,0.23,0.21,0.96,0.45
10,random,1,0.25,10,0.72,0.23,0.22,0.96,0.45
10,random,2,0.05,1,0.79,0.36,0.72,0.88,0.74
10,random,2,0.05,2,0.79,0.38,0.89,0.81,0.75
10,random,2,0.05,3,0.79,0.38,0.92,0.76,0.72
10,random,2,0.05,4,0.79,0.38,0.92,0.73,0.69
10,random,2,0.05,5,0.79,0.37,0.92,0.71,0.66
10,random,2,0.05,6,0.79,0.36,0.9,0.7,0.64
10,random,2,0.05,7,0.79,0.36,0.89,0.7,0.62
10,random,2,0.05,8,0.79,0.35,0.88,0.7,0.61
10,random,2,0.05,9,0.79,0.35,0.88,0.7,0.61
10,random,2,0.05,10,0.79,0.34,0.87,0.71,0.61
10,random,2,0.1,1,0.79,0.36,0.58,0.95,0.74
10,random,2,0.1,2,0.79,0.38,0.83,0.84,0.75
10,random,2,0.1,3,0.79,0.38,0.87,0.79,0.72
10,random,2,0.1,4,0.79,0.38,0.86,0.77,0.69
10,random,2,0.1,5,0.79,0.37,0.81,0.77,0.66
10,random,2,0.1,6,0.79,0.36,0.8,0.77,0.64
10,random,2,0.1,7,0.79,0.36,0.78,0.77,0.62
10,random,2,0.1,8,0.79,0.35,0.77,0.77,0.61
10,random,2,0.1,9,0.79,0.35,0.77,0.77,0.61
10,random,2,0.1,10,0.79,0.34,0.78,0.76,0.61
10,random,2,0.15,1,0.79,0.36,0.53,0.97,0.74
10,random,2,0.15,2,0.79,0.38,0.81,0.85,0.75
10,random,2,0.15,3,0.79,0.38,0.84,0.81,0.72
10,random,2,0.15,4,0.79,0.38,0.76,0.82,0.69
10,random,2,0.15,5,0.79,0.37,0.74,0.82,0.66
10,random,2,0.15,6,0.79,0.36,0.69,0.83,0.64
10,random,2,0.15,7,0.79,0.36,0.68,0.83,0.62
10,random,2,0.15,8,0.79,0.35,0.67,0.82,0.61
10,random,2,0.15,9,0.79,0.35,0.69,0.82,0.61
10,random,2,0.15,10,0.79,0.34,0.69,0.82,0.61
10,random,2,0.2,1,0.79,0.36,0.51,0.99,0.74
10,random,2,0.2,2,0.79,0.38,0.79,0.86,0.75
10,random,2,0.2,3,0.79,0.38,0.78,0.84,0.72
10,random,2,0.2,4,0.79,0.38,0.69,0.86,0.69
10,random,2,0.2,5,0.79,0.37,0.64,0.87,0.66
10,random,2,0.2,6,0.79,0.36,0.61,0.87,0.64
10,random,2,0.2,7,0.79,0.36,0.59,0.87,0.62
10,random,2,0.2,8,0.79,0.35,0.59,0.87,0.61
10,random,2,0.2,9,0.79,0.35,0.6,0.86,0.61
10,random,2,0.2,10,0.79,0.34,0.6,0.87,0.61
10,random,2,0.25,1,0.79,0.36,0.5,0.99,0.74
10,random,2,0.25,2,0.79,0.38,0.67,0.92,0.75
10,random,2,0.25,3,0.79,0.38,0.65,0.91,0.72
10,random,2,0.25,4,0.79,0.38,0.62,0.9,0.69
10,random,2,0.25,5,0.79,0.37,0.58,0.9,0.66
10,random,2,0.25,6,0.79,0.36,0.55,0.9,0.64
10,random,2,0.25,7,0.79,0.36,0.52,0.9,0.62
10,random,2,0.25,8,0.79,0.35,0.5,0.91,0.61
10,random,2,0.25,9,0.79,0.35,0.51,0.91,0.61
10,random,2,0.25,10,0.79,0.34,0.51,0.91,0.61
10,random,3,0.05,1,0.72,0.24,0.88,0.64,0.58
10,random,3,0.05,2,0.72,0.24,0.83,0.72,0.62
10,random,3,0.05,3,0.72,0.23,0.83,0.72,0.61
10,random,3,0.05,4,0.72,0.23,0.84,0.73,0.62
10,random,3,0.05,5,0.72,0.23,0.86,0.73,0.62
10,random,3,0.05,6,0.72,0.23,0.86,0.73,0.63
10,random,3,0.05,7,0.72,0.23,0.86,0.73,0.63
10,random,3,0.05,8,0.72,0.22,0.84,0.73,0.62
10,random,3,0.05,9,0.72,0.22,0.85,0.73,0.62
10,random,3,0.05,10,0.72,0.22,0.84,0.73,0.62
10,random,3,0.1,1,0.72,0.24,0.71,0.73,0.58
10,random,3,0.1,2,0.72,0.24,0.72,0.78,0.62
10,random,3,0.1,3,0.72,0.23,0.68,0.8,0.61
10,random,3,0.1,4,0.72,0.23,0.7,0.81,0.62
10,random,3,0.1,5,0.72,0.23,0.71,0.81,0.62
10,random,3,0.1,6,0.72,0.23,0.72,0.82,0.63
10,random,3,0.1,7,0.72,0.23,0.72,0.82,0.63
10,random,3,0.1,8,0.72,0.22,0.72,0.82,0.62
10,random,3,0.1,9,0.72,0.22,0.72,0.82,0.62
10,random,3,0.1,10,0.72,0.22,0.71,0.82,0.62
10,random,3,0.15,1,0.72,0.24,0.49,0.84,0.58
10,random,3,0.15,2,0.72,0.24,0.55,0.87,0.62
10,random,3,0.15,3,0.72,0.23,0.55,0.88,0.61
10,random,3,0.15,4,0.72,0.23,0.56,0.88,0.62
10,random,3,0.15,5,0.72,0.23,0.57,0.88,0.62
10,random,3,0.15,6,0.72,0.23,0.58,0.89,0.63
10,random,3,0.15,7,0.72,0.23,0.59,0.89,0.63
10,random,3,0.15,8,0.72,0.22,0.58,0.89,0.62
10,random,3,0.15,9,0.72,0.22,0.58,0.89,0.62
10,random,3,0.15,10,0.72,0.22,0.59,0.89,0.62
10,random,3,0.2,1,0.72,0.24,0.24,0.97,0.58
10,random,3,0.2,2,0.72,0.24,0.42,0.93,0.62
10,random,3,0.2,3,0.72,0.23,0.41,0.95,0.61
10,random,3,0.2,4,0.72,0.23,0.43,0.95,0.62
10,random,3,0.2,5,0.72,0.23,0.45,0.94,0.62
10,random,3,0.2,6,0.72,0.23,0.47,0.94,0.63
10,random,3,0.2,7,0.72,0.23,0.47,0.94,0.63
10,random,3,0.2,8,0.72,0.22,0.47,0.94,0.62
10,random,3,0.2,9,0.72,0.22,0.48,0.94,0.62
10,random,3,0.2,10,0.72,0.22,0.48,0.94,0.62
10,random,3,0.25,1,0.72,0.24,0.2,0.99,0.58
10,random,3,0.25,2,0.72,0.24,0.37,0.96,0.62
10,random,3,0.25,3,0.72,0.23,0.37,0.97,0.61
10,random,3,0.25,4,0.72,0.23,0.38,0.97,0.62
10,random,3,0.25,5,0.72,0.23,0.39,0.97,0.62
10,random,3,0.25,6,0.72,0.23,0.4,0.98,0.63
10,random,3,0.25,7,0.72,0.23,0.4,0.98,0.63
10,random,3,0.25,8,0.72,0.22,0.4,0.98,0.62
10,random,3,0.25,9,0.72,0.22,0.41,0.98,0.62
10,random,3,0.25,10,0.72,0.22,0.41,0.97,0.62
10,random,4,0.05,1,0.74,0.25,0.75,0.77,0.56
10,random,4,0.05,2,0.74,0.26,0.84,0.64,0.53
10,random,4,0.05,3,0.74,0.27,0.83,0.62,0.52
10,random,4,0.05,4,0.74,0.28,0.83,0.62,0.52
10,random,4,0.05,5,0.74,0.28,0.84,0.62,0.52
10,random,4,0.05,6,0.74,0.27,0.86,0.62,0.53
10,random,4,0.05,7,0.74,0.27,0.85,0.63,0.53
10,random,4,0.05,8,0.74,0.27,0.85,0.63,0.53
10,random,4,0.05,9,0.74,0.27,0.84,0.63,0.52
10,random,4,0.05,10,0.74,0.27,0.84,0.63,0.52
10,random,4,0.1,1,0.74,0.25,0.63,0.87,0.56
10,random,4,0.1,2,0.74,0.26,0.68,0.79,0.53
10,random,4,0.1,3,0.74,0.27,0.65,0.76,0.52
10,random,4,0.1,4,0.74,0.28,0.68,0.75,0.52
10,random,4,0.1,5,0.74,0.28,0.7,0.74,0.52
10,random,4,0.1,6,0.74,0.27,0.71,0.74,0.53
10,random,4,0.1,7,0.74,0.27,0.72,0.74,0.53
10,random,4,0.1,8,0.74,0.27,0.72,0.74,0.53
10,random,4,0.1,9,0.74,0.27,0.72,0.74,0.52
10,random,4,0.1,10,0.74,0.27,0.72,0.73,0.52
10,random,4,0.15,1,0.74,0.25,0.55,0.92,0.56
10,random,4,0.15,2,0.74,0.26,0.53,0.93,0.53
10,random,4,0.15,3,0.74,0.27,0.5,0.92,0.52
10,random,4,0.15,4,0.74,0.28,0.49,0.91,0.52
10,random,4,0.15,5,0.74,0.28,0.51,0.89,0.52
10,random,4,0.15,6,0.74,0.27,0.53,0.88,0.53
10,random,4,0.15,7,0.74,0.27,0.54,0.87,0.53
10,random,4,0.15,8,0.74,0.27,0.55,0.86,0.53
10,random,4,0.15,9,0.74,0.27,0.56,0.86,0.52
10,random,4,0.15,10,0.74,0.27,0.57,0.85,0.52
10,random,4,0.2,1,0.74,0.25,0.41,1,0.56
10,random,4,0.2,2,0.74,0.26,0.44,0.97,0.53
10,random,4,0.2,3,0.74,0.27,0.42,0.97,0.52
10,random,4,0.2,4,0.74,0.28,0.39,0.96,0.52
10,random,4,0.2,5,0.74,0.28,0.38,0.96,0.52
10,random,4,0.2,6,0.74,0.27,0.38,0.96,0.53
10,random,4,0.2,7,0.74,0.27,0.38,0.96,0.53
10,random,4,0.2,8,0.74,0.27,0.38,0.95,0.53
10,random,4,0.2,9,0.74,0.27,0.4,0.94,0.52
10,random,4,0.2,10,0.74,0.27,0.41,0.94,0.52
10,random,4,0.25,1,0.74,0.25,0.4,1,0.56
10,random,4,0.25,2,0.74,0.26,0.39,1,0.53
10,random,4,0.25,3,0.74,0.27,0.37,0.99,0.52
10,random,4,0.25,4,0.74,0.28,0.34,0.99,0.52
10,random,4,0.25,5,0.74,0.28,0.33,0.99,0.52
10,random,4,0.25,6,0.74,0.27,0.33,0.99,0.53
10,random,4,0.25,7,0.74,0.27,0.33,0.98,0.53
10,random,4,0.25,8,0.74,0.27,0.33,0.98,0.53
10,random,4,0.25,9,0.74,0.27,0.33,0.98,0.52
10,random,4,0.25,10,0.74,0.27,0.33,0.98,0.52
10,random,5,0.05,1,0.8,0.32,0.81,0.63,0.52
10,random,5,0.05,2,0.8,0.32,0.89,0.6,0.54
10,random,5,0.05,3,0.8,0.31,0.88,0.61,0.54
10,random,5,0.05,4,0.8,0.31,0.88,0.62,0.53
10,random,5,0.05,5,0.8,0.3,0.86,0.63,0.53
10,random,5,0.05,6,0.8,0.3,0.86,0.63,0.53
10,random,5,0.05,7,0.8,0.3,0.86,0.63,0.53
10,random,5,0.05,8,0.8,0.3,0.85,0.64,0.53
10,random,5,0.05,9,0.8,0.3,0.85,0.64,0.53
10,random,5,0.05,10,0.8,0.3,0.85,0.64,0.53
10,random,5,0.1,1,0.8,0.32,0.6,0.76,0.52
10,random,5,0.1,2,0.8,0.32,0.72,0.69,0.54
10,random,5,0.1,3,0.8,0.31,0.74,0.69,0.54
10,random,5,0.1,4,0.8,0.31,0.74,0.7,0.53
10,random,5,0.1,5,0.8,0.3,0.73,0.71,0.53
10,random,5,0.1,6,0.8,0.3,0.72,0.72,0.53
10,random,5,0.1,7,0.8,0.3,0.71,0.73,0.53
10,random,5,0.1,8,0.8,0.3,0.7,0.73,0.53
10,random,5,0.1,9,0.8,0.3,0.69,0.74,0.53
10,random,5,0.1,10,0.8,0.3,0.68,0.75,0.53
10,random,5,0.15,1,0.8,0.32,0.34,0.9,0.52
10,random,5,0.15,2,0.8,0.32,0.51,0.82,0.54
10,random,5,0.15,3,0.8,0.31,0.57,0.79,0.54
10,random,5,0.15,4,0.8,0.31,0.57,0.79,0.53
10,random,5,0.15,5,0.8,0.3,0.56,0.8,0.53
10,random,5,0.15,6,0.8,0.3,0.56,0.8,0.53
10,random,5,0.15,7,0.8,0.3,0.55,0.81,0.53
10,random,5,0.15,8,0.8,0.3,0.54,0.82,0.53
10,random,5,0.15,9,0.8,0.3,0.53,0.82,0.53
10,random,5,0.15,10,0.8,0.3,0.53,0.83,0.53
10,random,5,0.2,1,0.8,0.32,0.21,0.98,0.52
10,random,5,0.2,2,0.8,0.32,0.28,0.95,0.54
10,random,5,0.2,3,0.8,0.31,0.31,0.93,0.54
10,random,5,0.2,4,0.8,0.31,0.35,0.91,0.53
10,random,5,0.2,5,0.8,0.3,0.37,0.9,0.53
10,random,5,0.2,6,0.8,0.3,0.38,0.9,0.53
10,random,5,0.2,7,0.8,0.3,0.38,0.9,0.53
10,random,5,0.2,8,0.8,0.3,0.38,0.9,0.53
10,random,5,0.2,9,0.8,0.3,0.38,0.9,0.53
10,random,5,0.2,10,0.8,0.3,0.39,0.9,0.53
10,random,5,0.25,1,0.8,0.32,0.19,1,0.52
10,random,5,0.25,2,0.8,0.32,0.19,1,0.54
10,random,5,0.25,3,0.8,0.31,0.18,1,0.54
10,random,5,0.25,4,0.8,0.31,0.19,0.99,0.53
10,random,5,0.25,5,0.8,0.3,0.2,0.99,0.53
10,random,5,0.25,6,0.8,0.3,0.22,0.98,0.53
10,random,5,0.25,7,0.8,0.3,0.23,0.98,0.53
10,random,5,0.25,8,0.8,0.3,0.25,0.97,0.53
10,random,5,0.25,9,0.8,0.3,0.25,0.97,0.53
10,random,5,0.25,10,0.8,0.3,0.26,0.97,0.53
10,popular,1,0.05,1,0.72,0.18,0.94,0.56,0.53
10,popular,1,0.05,2,0.72,0.22,0.98,0.54,0.53
10,popular,1,0.05,3,0.72,0.21,0.94,0.56,0.52
10,popular,1,0.05,4,0.72,0.22,0.85,0.62,0.53
10,popular,1,0.05,5,0.72,0.23,0.89,0.64,0.56
10,popular,1,0.05,6,0.72,0.24,0.85,0.65,0.55
10,popular,1,0.05,7,0.72,0.24,0.84,0.65,0.53
10,popular,1,0.05,8,0.72,0.24,0.84,0.66,0.53
10,popular,1,0.05,9,0.72,0.24,0.82,0.67,0.52
10,popular,1,0.05,10,0.72,0.24,0.8,0.68,0.51
10,popular,1,0.1,1,0.72,0.18,0.88,0.59,0.53
10,popular,1,0.1,2,0.72,0.22,0.92,0.57,0.53
10,popular,1,0.1,3,0.72,0.21,0.73,0.66,0.52
10,popular,1,0.1,4,0.72,0.22,0.72,0.69,0.53
10,popular,1,0.1,5,0.72,0.23,0.78,0.7,0.56
10,popular,1,0.1,6,0.72,0.24,0.74,0.72,0.55
10,popular,1,0.1,7,0.72,0.24,0.68,0.75,0.53
10,popular,1,0.1,8,0.72,0.24,0.65,0.77,0.53
10,popular,1,0.1,9,0.72,0.24,0.62,0.78,0.52
10,popular,1,0.1,10,0.72,0.24,0.63,0.78,0.51
10,popular,1,0.15,1,0.72,0.18,0.68,0.69,0.53
10,popular,1,0.15,2,0.72,0.22,0.53,0.77,0.53
10,popular,1,0.15,3,0.72,0.21,0.54,0.76,0.52
10,popular,1,0.15,4,0.72,0.22,0.56,0.76,0.53
10,popular,1,0.15,5,0.72,0.23,0.64,0.77,0.56
10,popular,1,0.15,6,0.72,0.24,0.58,0.8,0.55
10,popular,1,0.15,7,0.72,0.24,0.55,0.81,0.53
10,popular,1,0.15,8,0.72,0.24,0.54,0.83,0.53
10,popular,1,0.15,9,0.72,0.24,0.53,0.83,0.52
10,popular,1,0.15,10,0.72,0.24,0.51,0.84,0.51
10,popular,1,0.2,1,0.72,0.18,0.27,0.89,0.53
10,popular,1,0.2,2,0.72,0.22,0.36,0.85,0.53
10,popular,1,0.2,3,0.72,0.21,0.31,0.87,0.52
10,popular,1,0.2,4,0.72,0.22,0.34,0.87,0.53
10,popular,1,0.2,5,0.72,0.23,0.44,0.87,0.56
10,popular,1,0.2,6,0.72,0.24,0.42,0.88,0.55
10,popular,1,0.2,7,0.72,0.24,0.41,0.88,0.53
10,popular,1,0.2,8,0.72,0.24,0.42,0.88,0.53
10,popular,1,0.2,9,0.72,0.24,0.41,0.89,0.52
10,popular,1,0.2,10,0.72,0.24,0.41,0.89,0.51
10,popular,1,0.25,1,0.72,0.18,0.15,0.95,0.53
10,popular,1,0.25,2,0.72,0.22,0.16,0.95,0.53
10,popular,1,0.25,3,0.72,0.21,0.17,0.94,0.52
10,popular,1,0.25,4,0.72,0.22,0.19,0.95,0.53
10,popular,1,0.25,5,0.72,0.23,0.28,0.95,0.56
10,popular,1,0.25,6,0.72,0.24,0.27,0.95,0.55
10,popular,1,0.25,7,0.72,0.24,0.26,0.96,0.53
10,popular,1,0.25,8,0.72,0.24,0.28,0.96,0.53
10,popular,1,0.25,9,0.72,0.24,0.28,0.96,0.52
10,popular,1,0.25,10,0.72,0.24,0.28,0.96,0.51
